contract_id,account_id,start_date,end_date,annual_commit_dollars,included_monthly_compute_credits
CON-EXP-40F86F,ACC-0438,2025-08-15,2027-08-15,600000,5000
CON-EXP-C80705,ACC-0022,2025-08-31,2027-08-31,600000,5000
CON-EXP-0DFF06,ACC-0251,2025-10-12,2027-10-12,600000,5000
CON-EXP-AF951D,ACC-0652,2025-09-12,2027-09-12,600000,5000
CON-EXP-3682E1,ACC-0323,2025-07-02,2027-07-02,600000,5000
CON-EXP-9B1DC0,ACC-0189,2025-09-12,2027-09-12,600000,5000
CON-EXP-1659E6,ACC-0733,2025-09-05,2027-09-05,600000,5000
CON-EXP-29ED2E,ACC-0356,2025-07-11,2027-07-11,600000,5000
CON-EXP-9D93E3,ACC-0151,2025-08-09,2027-08-09,600000,5000
CON-EXP-000BC6,ACC-0483,2025-09-28,2027-09-28,600000,5000
CON-EXP-3BE383,ACC-0725,2025-07-07,2027-07-07,600000,5000
CON-EXP-2AE6BC,ACC-0033,2025-10-10,2027-10-10,600000,5000
CON-EXP-36B2BC,ACC-0965,2025-07-03,2027-07-03,600000,5000
CON-EXP-58F7CD,ACC-0212,2025-08-01,2027-08-01,600000,5000
CON-EXP-231BE1,ACC-0464,2025-08-26,2027-08-26,600000,5000
CON-EXP-76CA23,ACC-0985,2025-09-24,2027-09-24,600000,5000
CON-EXP-BF2C48,ACC-0321,2025-08-03,2027-08-03,600000,5000
CON-EXP-E2C62F,ACC-0778,2025-07-02,2027-07-02,600000,5000
CON-EXP-45FA27,ACC-0280,2025-07-18,2027-07-18,600000,5000
CON-EXP-962489,ACC-0198,2025-08-07,2027-08-07,600000,5000
CON-EXP-70A3AA,ACC-0039,2025-10-08,2027-10-08,600000,5000
CON-EXP-9F5FCE,ACC-0116,2025-09-24,2027-09-24,600000,5000
CON-EXP-F2A71D,ACC-0526,2025-08-18,2027-08-18,600000,5000
CON-EXP-C82BBD,ACC-0018,2025-10-06,2027-10-06,600000,5000
CON-EXP-C5A112,ACC-0761,2025-08-29,2027-08-29,600000,5000
CON-EDGE-1,ACC-EDGE-1,2026-01-01,2026-12-31,120000,1000
CON-EDGE-2,ACC-EDGE-2,2026-01-01,2026-12-31,120000,1000
CON-EDGE-3,ACC-EDGE-3,2026-06-01,2027-05-31,300000,2500
CON-EDGE-4A,ACC-EDGE-4,2026-01-01,2026-08-31,120000,1000
CON-EDGE-4B,ACC-EDGE-4,2026-09-01,2027-08-31,240000,2000
CON-EDGE-5,ACC-EDGE-5,2026-12-15,2027-12-14,500000,4000
